126.32633	50.9844
126.33568	50.97995
NaN	NaN
126.19798	50.97683
126.22607	51.00172
126.32633	50.9844
NaN	NaN
126.01247	50.91533
126.07304	50.91494
126.12361	50.93739
126.12254	50.96393
126.17579	50.96466
126.19798	50.97683
NaN	NaN
126.33568	50.97995
126.49223	50.90237
126.94259	50.91994
126.98286	50.93796
127.01582	50.9757
NaN	NaN
129.31264	49.35785
129.30351	49.35075
129.28532	49.34913
129.26952	49.36148
129.26015	49.36329
129.25565	49.36774
129.24406	49.37448
129.22728	49.37605
129.22165	49.37132
129.21854	49.35612
129.19861	49.3521
129.18147	49.33794
129.18112	49.31976
129.16539	49.31521
129.16049	49.28094
129.18182	49.2437
129.1972	49.22901
129.21574	49.1902
129.23065	49.17296
NaN	NaN
129.23065	49.17296
129.22786	49.07867
129.25471	49.05179
129.28876	49.04547
NaN	NaN
129.28876	49.04547
129.33392	49.03748
129.42062	49.03865
129.43196	49.02921
129.42816	48.98574
129.44534	48.94948
129.51064	48.92712
NaN	NaN
125.51054	48.84524
125.62137	48.87957
NaN	NaN
125.62137	48.87957
125.62691	48.85705
125.68454	48.79925
125.72202	48.79884
125.77421	48.81814
125.79183	48.84507
125.8214	48.85741
125.8353	48.84204
125.87589	48.835
125.91837	48.78102
125.93713	48.77803
NaN	NaN
125.93713	48.77803
125.9516	48.75894
NaN	NaN
129.51064	48.92712
129.51508	48.90192
129.49028	48.89291
129.50999	48.88844
129.50349	48.87406
129.51509	48.86209
129.47644	48.83143
129.44826	48.82518
129.44554	48.80643
129.42749	48.80401
129.42944	48.79553
129.38802	48.80582
129.32518	48.79651
129.30664	48.78172
129.29947	48.79091
129.25488	48.76889
129.25592	48.73959
129.21613	48.73974
129.18166	48.752
NaN	NaN
124.74187	48.92069
124.80525	48.91987
124.86364	48.88934
124.90009	48.89223
125.01128	48.87666
125.01574	48.82556
124.99562	48.80782
125.03983	48.76951
125.03786	48.74206
125.05798	48.73503
125.08421	48.74081
125.1263	48.7209
125.16601	48.72631
125.1908	48.71768
125.20947	48.72398
125.23273	48.7037
125.25485	48.72018
125.29305	48.71735
125.31359	48.72493
125.40361	48.78011
125.44209	48.77631
125.45084	48.80666
125.51054	48.84524
NaN	NaN
125.9516	48.75894
125.9795	48.72701
125.97216	48.70258
125.9578	48.70744
125.93246	48.69814
125.89066	48.66581
NaN	NaN
125.89066	48.66581
125.88039	48.65504
125.85826	48.65544
125.87325	48.63794
125.82861	48.61374
125.8288	48.59697
125.80849	48.60095
125.81414	48.58966
125.74574	48.57806
125.73507	48.59418
125.71414	48.59266
125.70414	48.55206
NaN	NaN
125.70414	48.55206
125.77613	48.56213
125.78399	48.55509
125.7824	48.47576
125.80833	48.44213
125.80679	48.40365
125.84184	48.35051
125.88073	48.34423
125.89955	48.33112
125.93871	48.33031
125.93209	48.29346
125.99944	48.29998
126.01479	48.28577
NaN	NaN
126.01479	48.28577
126.048	48.26759
126.08017	48.26884
126.11033	48.2812
126.16851	48.28268
NaN	NaN
126.16851	48.28268
126.19263	48.26923
126.23638	48.2794
126.28031	48.2646
NaN	NaN
129.9827	48.21733
129.95966	48.25396
129.89124	48.30132
129.85979	48.30597
NaN	NaN
133.99178	48.28733
134.00201	48.27567
134.0119	48.26605
134.01778	48.26311
134.02847	48.26017
134.03891	48.25539
134.04184	48.25242
134.04344	48.23104
134.0528	48.21982
134.06155	48.21235
134.07471	48.20672
134.08139	48.20645
134.08887	48.20432
134.09909	48.19664
NaN	NaN
126.55527	48.20888
126.58574	48.17652
NaN	NaN
126.28031	48.2646
126.31898	48.22265
126.31371	48.17491
126.33334	48.17214
126.37496	48.19
126.43235	48.18528
126.5004	48.21051
126.55527	48.20888
NaN	NaN
130.7733	48.35906
130.76208	48.3465
130.752	48.33837
130.74252	48.32991
130.7309	48.33039
130.72186	48.32843
130.72206	48.31948
130.71867	48.31727
130.70906	48.31895
130.69919	48.31792
130.68568	48.3148
130.68015	48.31517
130.67841	48.31012
130.67944	48.30544
130.67944	48.3018
130.6758	48.30076
130.6693	48.30139
130.66229	48.30284
130.65761	48.30544
130.64786	48.30587
130.63838	48.30129
130.62851	48.29921
130.61758	48.29816
130.60512	48.29297
130.59628	48.29349
130.59056	48.29608
130.58276	48.29608
130.576	48.29349
130.57185	48.29193
130.56561	48.28881
130.55782	48.28881
130.5443	48.28725
130.53339	48.28413
130.51736	48.28435
130.47659	48.29481
130.44978	48.32222
130.4222	48.30889
130.39369	48.31822
130.39798	48.30328
130.37051	48.30276
130.36348	48.28729
130.28255	48.28747
130.2565	48.27728
130.26486	48.26001
130.24037	48.24407
130.25156	48.22928
130.23996	48.18686
130.25615	48.17713
130.24704	48.16159
130.16893	48.16921
130.14182	48.15489
NaN	NaN
130.14182	48.15489
130.1131	48.14356
130.08681	48.14455
130.03783	48.19224
129.9827	48.21733
NaN	NaN
126.58574	48.17652
126.61254	48.14912
126.6573	48.12504
NaN	NaN
129.18166	48.752
129.15552	48.73354
129.16359	48.70948
129.21263	48.6711
129.18645	48.6451
129.19031	48.61785
129.1709	48.61013
129.13402	48.61574
129.11769	48.60342
129.09113	48.6035
129.05946	48.56993
129.00694	48.55539
129.00748	48.53136
128.9749	48.49823
128.97742	48.46001
128.94865	48.42251
128.96576	48.4067
128.9147	48.36854
128.91281	48.32964
128.89763	48.31272
128.90369	48.28434
128.89163	48.2713
128.85152	48.26904
128.8367	48.24662
128.79973	48.25395
128.77411	48.29742
128.76015	48.35874
128.73169	48.40198
128.67223	48.40879
128.55684	48.37289
128.53415	48.37788
128.49159	48.36907
128.44667	48.35406
128.3873	48.28932
128.38402	48.26437
128.35667	48.2535
128.3324	48.19619
128.34354	48.16992
128.33408	48.15272
128.31087	48.14575
128.2438	48.15047
128.16959	48.11918
128.15894	48.09235
128.12463	48.07384
NaN	NaN
128.12463	48.07384
128.09319	48.07776
128.06844	48.06295
128.04782	48.07334
128.01027	48.07239
127.96391	48.09173
127.87836	48.05902
127.85388	48.03227
NaN	NaN
134.09909	48.19664
134.10355	48.19507
134.10815	48.19119
134.10838	48.18829
134.10669	48.18441
134.10669	48.18053
134.10815	48.17641
134.11057	48.17083
134.11153	48.16678
134.10718	48.16016
134.10088	48.15653
134.09384	48.15119
134.0883	48.14554
134.08754	48.13107
134.07761	48.12428
134.0759	48.1141
134.06717	48.10973
134.06857	48.0994
134.05602	48.09979
134.03833	48.09276
134.0336	48.08904
134.02965	48.08054
134.04028	48.07766
134.0049	48.07162
133.97574	48.0812
133.95714	48.07211
133.9572	48.05106
133.94101	48.05914
133.91893	48.05459
133.91273	48.0408
133.88052	48.03225
133.84052	48.00075
NaN	NaN
127.85388	48.03227
127.87904	48.01623
127.88349	47.95022
127.83884	47.93233
127.84147	47.91704
127.81406	47.90816
127.79639	47.88702
127.7952	47.85618
127.75311	47.83415
127.70252	47.77824
NaN	NaN
127.70252	47.77824
127.6894	47.77196
127.67674	47.77756
127.65447	47.80615
127.65688	47.85733
127.61282	47.86767
127.58501	47.8649
127.55463	47.85479
127.52965	47.8317
NaN	NaN
126.6573	48.12504
126.61916	48.12133
126.61774	48.09772
126.58455	48.06593
126.58891	48.05136
126.62868	48.03887
126.62823	47.95896
126.58131	47.92227
126.58133	47.88755
126.56864	47.87293
126.58791	47.82393
126.56021	47.77751
126.5614	47.73047
126.51421	47.72343
NaN	NaN
126.54098	47.58866
126.5765	47.6142
126.57915	47.64145
126.59806	47.6427
126.65656	47.68051
126.69658	47.68851
126.68747	47.69635
126.72701	47.72717
126.7608	47.73071
126.78071	47.72372
126.79401	47.74061
126.82452	47.7411
126.83508	47.72984
126.87895	47.72618
126.89877	47.71141
126.95572	47.72208
126.96877	47.7168
127.00347	47.74517
127.09038	47.76511
127.10062	47.77439
127.12709	47.77429
127.1387	47.78358
127.16825	47.78282
127.17832	47.77472
127.22709	47.77831
127.23851	47.77023
127.30653	47.79001
127.39262	47.7814
127.52965	47.8317
NaN	NaN
126.51421	47.72343
126.51723	47.60719
126.54098	47.58866
NaN	NaN
132.51587	47.73984
132.51474	47.71154
132.49986	47.69226
132.49171	47.68742
132.47176	47.68454
132.45406	47.67551
132.44806	47.66856
132.44571	47.65848
132.46515	47.63606
